Section,Type,Original Text (EN),Translation/Replacement,Status,Notes
FeatureShowcase,Product7_Title,Other Decorative Film Products,,needs_review,
FeatureShowcase,Product7_Desc,"Explore our complete range of decorative surface solutions — including custom patterns, specialty finishes, and tailored OEM/ODM options to meet your unique project requirements.",,needs_review,
=== ANIMATED STATS (AnimatedStats.tsx) ===,,,,,
AnimatedStats,Stat1,15+ / Years of Manufacturing Excellence,,needs_review,
AnimatedStats,Stat2,3 / In-house Manufacturing Facilities,,needs_review,
AnimatedStats,Stat3,1000+ / In-Stock Print Cylinders,,needs_review,
AnimatedStats,Stat4,50+ / Countries Exported To,,needs_review,
=== MOBILE MENU (MobileMenu.tsx) ===,,,,,
MobileMenu,CTA,Request Quote,,needs_review,
MobileMenu,Dialog_Title,Navigation Menu,,confirmed,Screen reader only
MobileMenu,Dialog_Desc,Main navigation menu,,confirmed,Screen reader only
=== HOME PAGE - Features.astro (secondary) ===,,,,,
HomeFeatures,Capsule,Manufacturing Capabilities,,needs_review,
HomeFeatures,Title,"Our Core <gradient>Capabilities</gradient>",,needs_review,
HomeFeatures,Subtitle,"Comprehensive logistics and manufacturing solutions designed to optimize your operations and drive growth.",,needs_review,
HomeFeatures,F1_Title,Material Storage & Handling,,needs_review,
HomeFeatures,F1_Desc,"Organized storage, packing support, and controlled handling to keep production materials and finished goods in order.",,needs_review,
HomeFeatures,F2_Title,Precision Manufacturing,,needs_review,
HomeFeatures,F2_Desc,"Production processes designed for consistent quality, stable output, and reliable finishing across decorative surface products.",,needs_review,
HomeFeatures,F3_Title,Delivery Coordination,,needs_review,
HomeFeatures,F3_Desc,"Production scheduling and shipment support are coordinated to meet delivery needs for global buyers.",,needs_review,
HomeFeatures,F4_Title,Production Tracking,,needs_review,
HomeFeatures,F4_Desc,"Clear production progress and QC reporting help customers stay informed throughout the manufacturing cycle.",,needs_review,
HomeFeatures,F5_Title,Custom Manufacturing Support,,needs_review,
HomeFeatures,F5_Desc,"Tailored production support for custom patterns, specifications, and product development needs.",,needs_review,
HomeFeatures,F6_Title,Factory Support,,needs_review,
HomeFeatures,F6_Desc,"Direct communication with our production and sales team helps customers get practical support from sample to shipment.",,needs_review,
=== HOME PAGE - Hero (secondary) ===,,,,,
HomeHero2,Capsule,🚀 Industry-Leading Solutions,,needs_review,
HomeHero2,Title_Line1,Transform Your,,needs_review,
HomeHero2,Title_Line2,Supply Chain Excellence,,needs_review,
HomeHero2,Subtitle,"Streamline operations with our integrated logistics and manufacturing solutions. From warehousing to delivery, we power your success with cutting-edge technology and expertise.",,needs_review,
HomeHero2,Button_Primary,Request a Quote,,needs_review,
HomeHero2,Button_Secondary,Explore Capabilities,,needs_review,
HomeHero2,Stat_1,500+ / Global Clients,,needs_review,
HomeHero2,Stat_2,50M+ / Units Shipped,,needs_review,
HomeHero2,Stat_3,99.9% / On-Time Delivery,,needs_review,
HomeHero2,Icon_Warehousing,Warehousing,,needs_review,
HomeHero2,Icon_Delivery,Fast Delivery,,needs_review,
HomeHero2,Icon_Quality,Quality Assured,,needs_review,
HomeHero2,Icon_Global,Global Reach,,needs_review,
=== HOME PAGE - ImageGrid ===,,,,,
HomeImageGrid,Capsule,Manufacturing Facilities,,needs_review,
HomeImageGrid,Title,"Production <gradient>Infrastructure</gradient>",,needs_review,
HomeImageGrid,Subtitle,"Our production facilities are organized for printing, coating, finishing, and packaging support across a wide range of decorative surface products.",,needs_review,
HomeImageGrid,Img1_Title,Material Handling & Packing,,needs_review,
HomeImageGrid,Img1_Desc,"Organized storage, packing support, and efficient handling for production flow",,needs_review,
HomeImageGrid,Img2_Title,Logistics Coordination,,needs_review,
HomeImageGrid,Img2_Desc,"Shipment preparation and delivery coordination for global orders",,needs_review,
HomeImageGrid,Img3_Title,Production Lines,,needs_review,
HomeImageGrid,Img3_Desc,"Printing, coating, and finishing capability for consistent output",,needs_review,
HomeImageGrid,Img4_Title,Production Oversight,,needs_review,
HomeImageGrid,Img4_Desc,"Process monitoring and quality control across the manufacturing workflow",,needs_review,
HomeImageGrid,Img5_Title,Export Preparation,,needs_review,
HomeImageGrid,Img5_Desc,"Packing and dispatch support for international shipments",,needs_review,
HomeImageGrid,CTA,Visit Our Production Base,,needs_review,
HomeImageGrid,Img1_Alt,"Automated warehouse with modern robotics",,needs_review,
HomeImageGrid,Img2_Alt,"Fleet of modern delivery trucks",,needs_review,
HomeImageGrid,Img3_Alt,"Manufacturing floor with precision equipment",,needs_review,
HomeImageGrid,Img4_Alt,"Control center with real-time monitoring",,needs_review,
HomeImageGrid,Img5_Alt,"Distribution center with sorting systems",,needs_review,
=== HOME PAGE - CTA (secondary) ===,,,,,
HomeCTA2,Title,Ready to Start Your Production Project?,,needs_review,
HomeCTA2,Subtitle,"Talk with our factory team about product specifications, sample development, and manufacturing support for your next project.",,needs_review,
HomeCTA2,Button_Primary,Request Factory Information,,needs_review,
HomeCTA2,Button_Secondary,Visit Our Production Base,,needs_review,
HomeCTA2,Stat_1,25+ / Years Experience,,needs_review,
HomeCTA2,Stat_2,15 / Global Facilities,,needs_review,
HomeCTA2,Stat_3,ISO 9001 / Certified,,needs_review,
HomeCTA2,Stat_4,24/7 / Factory Support,,needs_review,
=== HOME PAGE - TechnologyInnovation ===,,,,,
HomeTech,Capsule,Technology & Innovation,,needs_review,
HomeTech,Title,"Powered by <gradient>Cutting-Edge Tech</gradient>",,needs_review,
HomeTech,Subtitle,"Our technology stack combines AI, IoT, and advanced analytics to deliver intelligent logistics solutions that adapt and optimize in real-time.",,needs_review,
HomeTech,T1_Title,AI-Powered Optimization,,needs_review,
HomeTech,T1_Desc,"Machine learning algorithms continuously analyze data to optimize routes, predict demand, and reduce operational costs.",,needs_review,
HomeTech,T2_Title,Real-Time Visibility,,needs_review,
HomeTech,T2_Desc,"Track every shipment, monitor warehouse operations, and access live analytics through our comprehensive dashboard platform.",,needs_review,
HomeTech,T3_Title,IoT Integration,,needs_review,
HomeTech,T3_Desc,"Smart sensors and connected devices provide real-time monitoring of temperature, humidity, location, and condition tracking.",,needs_review,
HomeTech,T4_Title,Enterprise Security,,needs_review,
HomeTech,T4_Desc,"Bank-level encryption, multi-factor authentication, and compliance with industry standards ensure your data stays secure.",,needs_review,
HomeTech,CTA,Explore Our Technology,,needs_review,
HomeTech,Visual_Title,Smart Logistics Platform,,needs_review,
HomeTech,Visual_Desc,Real-time analytics dashboard,,needs_review,
HomeTech,Floating_1,99.9% Uptime,,needs_review,
HomeTech,Floating_2,Real-time Sync,,needs_review,
HomeTech,Image_Alt,"Advanced logistics technology dashboard",,needs_review,
=== HOME PAGE - Testimonials ===,,,,,
HomeTestimonials,Capsule,Client Success Stories,,needs_review,
HomeTestimonials,Title,"Trusted by <gradient>Industry Leaders</gradient>",,needs_review,
HomeTestimonials,Subtitle,"See how we've helped companies transform their supply chain operations and achieve remarkable results.",,needs_review,
HomeTestimonials,T1_Quote,"AstroFlow transformed our entire supply chain. Their automated warehousing solution reduced our fulfillment time by 40% and cut operational costs significantly. The real-time visibility they provide is game-changing.",,needs_review,⚠ Placeholder - needs real testimonial
HomeTestimonials,T1_Name,Sarah Mitchell,,needs_review,⚠ Placeholder
HomeTestimonials,T1_Role,VP of Operations / TechCorp,,needs_review,⚠ Placeholder
HomeTestimonials,T2_Quote,"The manufacturing capabilities at AstroFlow are exceptional. They've helped us scale production while maintaining the highest quality standards. Their ISO-certified processes give us complete confidence.",,needs_review,⚠ Placeholder
HomeTestimonials,T2_Name,Robert Johnson,,needs_review,⚠ Placeholder
HomeTestimonials,T2_Role,CEO / Global Manufacturing Inc.,,needs_review,⚠ Placeholder
HomeTestimonials,T3_Quote,"Outstanding logistics partner. Their fleet management and route optimization have improved our delivery times and reduced fuel costs. The command center gives us complete visibility into every shipment.",,needs_review,⚠ Placeholder
HomeTestimonials,T3_Name,Emily Williams,,needs_review,⚠ Placeholder
HomeTestimonials,T3_Role,Supply Chain Director / RetailMax,,needs_review,⚠ Placeholder
=== PRODUCT NAVIGATION (ProductNavigation.tsx) ===,,,,,
ProductNav,Label,Products,,confirmed,Sidebar floating nav label
=== PRODUCT TABS (ProductTabs.tsx) ===,,,,,
ProductTabs,Tab_Specs,Specifications,,confirmed,
ProductTabs,Tab_Performance,Performance,,confirmed,
ProductTabs,Tab_Features,Features,,confirmed,
ProductTabs,Tab_Docs,Documentation,,confirmed,
=== PRODUCT GRID (ProductGrid.tsx) ===,,,,,
ProductGrid,View_Room,Room View,,confirmed,
ProductGrid,View_Grid,Grid View,,confirmed,
ProductGrid,Count_Label,{count} patterns,,confirmed,
ProductGrid,Filters,Filters,,confirmed,
ProductGrid,Filter_PatternType,Pattern Type,,confirmed,
ProductGrid,Filter_ColorFamily,Color Family,,confirmed,
ProductGrid,Filter_ClearAll,Clear All,,confirmed,
ProductGrid,Sort_NewArrivals,New Arrivals,,confirmed,
ProductGrid,Sort_BestMatches,Best Matches,,confirmed,
ProductGrid,Sort_NameAZ,Product name (A-Z),,confirmed,
ProductGrid,Sort_NameZA,Product name (Z-A),,confirmed,
ProductGrid,Empty_Title,No patterns found,,confirmed,
ProductGrid,Empty_Desc,Try adjusting your filters,,confirmed,
ProductGrid,QuickView,Quick View,,confirmed,
=== FACILITY STATS (FacilityStats.tsx) ===,,,,,
FacilityStats,Stat1_Value,2.25M+,,needs_review,
FacilityStats,Stat1_Label,Total Square Footage,,needs_review,
FacilityStats,Stat2_Value,200+,,needs_review,
FacilityStats,Stat2_Label,Delivery Vehicles,,needs_review,
FacilityStats,Stat3_Value,"1,000+",,needs_review,
FacilityStats,Stat3_Label,Trained Staff,,needs_review,
FacilityStats,Stat4_Value,Global,,needs_review,
FacilityStats,Stat4_Label,Geographic Reach,,needs_review,
=== PRODUCT LIST - PVC Wall Panel (pvc_wall_panel.astro) ===,,,,,
PVC_WallPanel,SEO_Title,"PVC Decorative Film for Furniture & Cabinet Wrapping - Manufacturer | DecoSupplier",,needs_review,⚠ Same as PVC Film - needs unique content
PVC_WallPanel,Breadcrumb,Home > Products > PVC Decorative Film,,needs_review,⚠ Same as PVC Film
PVC_WallPanel,Hero_Title,PVC Decorative <gradient>Films</gradient>,,needs_review,⚠ Same as PVC Film
PVC_WallPanel,Hero_Desc,"Manufactured in our factory with in-house printing, coating, embossing, and slitting capability for furniture wrapping, wall decoration, and surface upgrading projects.",,needs_review,⚠ Same as PVC Film
PVC_WallPanel,Trust_Stat1,1000+ / Patterns Available,,needs_review,
PVC_WallPanel,Trust_Stat2,0.12-0.45mm / Custom Thickness,,needs_review,
PVC_WallPanel,Trust_Stat3,RoHS / Certified Compliant,,needs_review,
PVC_WallPanel,Trust_Stat4,15+ Years / Manufacturing Experience,,needs_review,
PVC_WallPanel,FAQ_Title,Frequently Asked Questions,,needs_review,
PVC_WallPanel,FAQ1_Q,What is the MOQ for PVC decorative film?,,needs_review,
PVC_WallPanel,FAQ1_A,Standard MOQ is 500 square meters per pattern/color. Small-batch trial orders are supported for first-time cooperation.,,needs_review,
PVC_WallPanel,FAQ2_Q,Can thickness and width be customized?,,needs_review,
PVC_WallPanel,FAQ2_A,"Yes. Thickness can be customized from 0.12mm to 0.45mm, and width supports custom slitting.",,needs_review,
PVC_WallPanel,FAQ3_Q,What surface treatments are available?,,needs_review,
PVC_WallPanel,FAQ3_A,"Matte, textured wood-grain, high-gloss UV coated, and more.",,needs_review,
PVC_WallPanel,FAQ4_Q,What environmental standards are met?,,needs_review,
PVC_WallPanel,FAQ4_A,"Products are RoHS compliant, low VOCs, formaldehyde-free.",,needs_review,
PVC_WallPanel,CTA_Title,Need Samples or Custom Production?,,needs_review,
PVC_WallPanel,CTA_Desc,"Speak with our production team for samples, custom specifications, and factory-direct quotations.",,needs_review,
PVC_WallPanel,CTA_Button,Request Free Samples,,needs_review,
=== PRODUCT DETAIL - PVC Wall Panel (Product_detail.astro) ===,,,,,
PVC_WallPanel_Detail,SEO_Title,"Stone light Series - LVT Flooring | DecoSupplier",,needs_review,⚠ Template uses LVT data - needs PVC Wall Panel content
PVC_WallPanel_Detail,SeriesName,Stone light,,needs_review,⚠ Placeholder name
PVC_WallPanel_Detail,SeriesDesc,"blends the timeless elegance of natural stone with the modern convenience of self-adhesive LVT. Designed for commercial durability. Made for effortless installation. Built to resist moisture, fire, and daily wear.",,needs_review,
PVC_WallPanel_Detail,StickyNav_Details,Product Details,,needs_review,
PVC_WallPanel_Detail,StickyNav_Sourcing,Sourcing,,needs_review,
PVC_WallPanel_Detail,StickyNav_FAQ,FAQ,,needs_review,
PVC_WallPanel_Detail,StickyNav_Related,Related,,needs_review,
PVC_WallPanel_Detail,Section_Details,Product Details,,needs_review,
PVC_WallPanel_Detail,Section_Specs,Specifications,,needs_review,
PVC_WallPanel_Detail,Section_Performance,Performance,,needs_review,
PVC_WallPanel_Detail,Section_Features,Features,,needs_review,
PVC_WallPanel_Detail,Section_Documentation,Documentation,,needs_review,
PVC_WallPanel_Detail,Section_Sourcing,Sourcing Information,,needs_review,
PVC_WallPanel_Detail,Section_FAQ,Frequently Asked Questions,,needs_review,
PVC_WallPanel_Detail,Section_Related,You May Also Like,,needs_review,
PVC_WallPanel_Detail,MOQ_Label,MOQ,,needs_review,
PVC_WallPanel_Detail,LeadTime_Label,Lead Time,,needs_review,
PVC_WallPanel_Detail,TradeTerms_Label,Trade Terms,,needs_review,
PVC_WallPanel_Detail,SKU_Label,SKU,,needs_review,
PVC_WallPanel_Detail,Colour_Label,Colour,,needs_review,
PVC_WallPanel_Detail,PatternType_Label,Pattern Type,,needs_review,
PVC_WallPanel_Detail,Size_Label,Size,,needs_review,
PVC_WallPanel_Detail,Thickness_Label,Thickness,,needs_review,
PVC_WallPanel_Detail,ProductCode_Label,Product Code,,needs_review,
PVC_WallPanel_Detail,CTA_SendInquiry,Send Inquiry,,needs_review,
PVC_WallPanel_Detail,CTA_GetFreeSamples,Get Free Samples,,needs_review,
PVC_WallPanel_Detail,CTA_Footer,We respond to all inquiries within 24 hours.,,needs_review,
PVC_WallPanel_Detail,QuickView,Quick View,,needs_review,
PVC_WallPanel_Detail,Thumbnail_Main,Main,,needs_review,
PVC_WallPanel_Detail,Thumbnail_View,View,,needs_review,
PVC_WallPanel_Detail,MOQ_Full,500 Square Meters per pattern/color (Sample order support available),,needs_review,
PVC_WallPanel_Detail,LeadTime_Full,"15–20 days after cylinder proofing and sample sign-off",,needs_review,
PVC_WallPanel_Detail,TradeTerms_Full,FOB China Port (Yiwu / Shanghai / Ningbo),,needs_review,
=== BLOG DETAIL (Blog_detail.astro) ===,,,,,
BlogDetail,Title,"2026 Architectural Material Trends: Colors, Textures & Finishes",,needs_review,
BlogDetail,SEO_Title,"2026 Architectural Material Trends — Colors, Textures & Finishes | DecoSupplier",,needs_review,
BlogDetail,FeaturedBadge,Featured Article,,confirmed,
BlogDetail,Author_Name,David Chen,,needs_review,
BlogDetail,Author_Title,Head of Product Development,,needs_review,
BlogDetail,Author_Bio,"David has over 12 years of experience in the PVC decorative film industry, specializing in product development and surface finishing technologies. He leads DecoSupplier's R&D team and holds multiple patents in decorative surface engineering.",,needs_review,
BlogDetail,Category,Industry Trends,,needs_review,
BlogDetail,PublishedAt,2026-07-17,,needs_review,
BlogDetail,Content_Lead,"In 2026, the architectural materials industry is undergoing a profound shift — from cold minimalism to warm, natural aesthetics. This comprehensive guide explores the key trends that will define interior and exterior design this year.",,needs_review,
BlogDetail,H2_1,1. Three Major Structural Changes in the Global Architectural Materials Market,,needs_review,
BlogDetail,H2_2,2. Color Trends: The Return of Warm Neutrals,,needs_review,
BlogDetail,H2_3,3. Texture Trends: Natural Finishes Replace Smooth Surfaces,,needs_review,
BlogDetail,H2_4,4. Material Trends: From Decorative to Decorative+Functional,,needs_review,
BlogDetail,H2_5,5. Summary: Five Key Questions for 2026 Procurement Decisions,,needs_review,
BlogDetail,DecisionTags_For,For,,needs_review,
BlogDetail,DecisionTags_Stage,Stage,,needs_review,
BlogDetail,DecisionTags_Keywords,Keywords,,needs_review,
BlogDetail,DecisionTags_Audiences,"Brand Owners · Contractors · Interior Designers · Procurement Managers",,needs_review,
BlogDetail,DecisionTags_StageVal,Market Research & Supplier Evaluation,,needs_review,
BlogDetail,FAQ_Title,Frequently Asked Questions,,needs_review,
BlogDetail,Related_Title,Related Articles,,needs_review,
BlogDetail,Related_ReadMore,Read More →,,needs_review,
BlogDetail,Share_Title,Share,,needs_review,
BlogDetail,TOC_Title,Table of Contents,,needs_review,
BlogDetail,TOC_Loading,Loading...,,needs_review,
BlogDetail,TOC_NoSections,No sections found,,needs_review,
BlogDetail,CTA_Title,Want to Learn More?,,needs_review,
BlogDetail,CTA_Desc,"Browse our product range or contact our sales team for expert advice.",,needs_review,
BlogDetail,CTA_Button1,View Products,,needs_review,
BlogDetail,CTA_Button2,Contact Us,,needs_review,
=== DOCUMENTATION PAGE (documentation.astro) ===,,,,,
Documentation,SEO_Title,Documentation - Resources & Guides,,needs_review,
Documentation,Hero_Capsule,Factory Documents & Product Resources,,needs_review,
Documentation,Hero_Title1,Technical,,needs_review,
Documentation,Hero_Title2,Documentation,,needs_review,
Documentation,Hero_Desc,"Access product information, technical specifications, quality documents, and factory support resources for PVC decorative films and related materials.",,needs_review,
Documentation,Hero_Stat1,100+ Documents,,needs_review,
Documentation,Hero_Stat2,Regular Updates,,needs_review,
Documentation,Hero_Stat3,24/7 Access,,needs_review,
Documentation,Search_Placeholder,"Search documentation, guides, and resources...",,needs_review,
Documentation,Search_Button,Search,,needs_review,
Documentation,QuickLinks,Quick links:,,needs_review,
Documentation,QuickLink_GettingStarted,Getting Started,,needs_review,
Documentation,QuickLink_API,API Docs,,needs_review,
Documentation,QuickLink_Compliance,Compliance,,needs_review,
Documentation,QuickLink_FAQ,FAQ,,needs_review,
Documentation,Cat1_Title,Getting Started,,needs_review,
Documentation,Cat1_Doc1_Title,Quick Start Guide,,needs_review,
Documentation,Cat1_Doc1_Desc,"Get up and running in minutes with our comprehensive onboarding guide",,needs_review,
Documentation,Cat1_Doc2_Title,Onboarding Checklist,,needs_review,
Documentation,Cat1_Doc2_Desc,"Everything you need to get started with our platform",,needs_review,
Documentation,Cat1_Doc3_Title,Service Overview,,needs_review,
Documentation,Cat1_Doc3_Desc,"Understand our complete range of capabilities and services",,needs_review,
Documentation,Cat2_Title,Operations Manual,,needs_review,
Documentation,Cat2_Doc1_Title,Warehousing Procedures,,needs_review,
Documentation,Cat2_Doc1_Desc,"Complete storage and handling guidelines for all product types",,needs_review,
Documentation,Cat2_Doc2_Title,Manufacturing Processes,,needs_review,
Documentation,Cat2_Doc2_Desc,"Quality control standards and production workflows",,needs_review,
Documentation,Cat2_Doc3_Title,Shipping Guidelines,,needs_review,
Documentation,Cat2_Doc3_Desc,"Transportation protocols and delivery procedures",,needs_review,
Documentation,Cat2_Doc4_Title,Safety Protocols,,needs_review,
Documentation,Cat2_Doc4_Desc,"Comprehensive workplace safety and compliance standards",,needs_review,
Documentation,Cat3_Title,Technical Documentation,,needs_review,
Documentation,Cat3_Doc1_Title,API Integration Guide,,needs_review,
Documentation,Cat3_Doc1_Desc,"Connect your systems with our RESTful API endpoints",,needs_review,
Documentation,Cat3_Doc2_Title,EDI Specifications,,needs_review,
Documentation,Cat3_Doc2_Desc,"Electronic data interchange standards and formats",,needs_review,
Documentation,Cat3_Doc3_Title,WMS User Manual,,needs_review,
Documentation,Cat3_Doc3_Desc,"Complete warehouse management system documentation",,needs_review,
Documentation,Cat3_Doc4_Title,Tracking Portal Guide,,needs_review,
Documentation,Cat3_Doc4_Desc,"Real-time shipment tracking and monitoring tools",,needs_review,
Documentation,Cat4_Title,Compliance & Certifications,,needs_review,
Documentation,Cat4_Doc1_Title,ISO 9001 Certificate,,needs_review,
Documentation,Cat4_Doc1_Desc,"Quality management system certification documentation",,needs_review,
Documentation,Cat4_Doc2_Title,FDA Registration,,needs_review,
Documentation,Cat4_Doc2_Desc,"Food and drug administration compliance records",,needs_review,
Documentation,Cat4_Doc3_Title,C-TPAT Certification,,needs_review,
Documentation,Cat4_Doc3_Desc,"Customs trade partnership against terrorism",,needs_review,
Documentation,Cat4_Doc4_Title,Safety Data Sheets,,needs_review,
Documentation,Cat4_Doc4_Desc,"Comprehensive material safety information database",,needs_review,
Documentation,Cat5_Title,Best Practices,,needs_review,
Documentation,Cat5_Doc1_Title,Inventory Optimization,,needs_review,
Documentation,Cat5_Doc1_Desc,"Strategies to maximize efficiency and reduce costs",,needs_review,
Documentation,Cat5_Doc2_Title,Packaging Guidelines,,needs_review,
Documentation,Cat5_Doc2_Desc,"Best practices for product protection and presentation",,needs_review,
Documentation,Cat5_Doc3_Title,Supply Chain Tips,,needs_review,
Documentation,Cat5_Doc3_Desc,"Proven methods to streamline your operations",,needs_review,
Documentation,Cat5_Doc4_Title,Sustainability Guide,,needs_review,
Documentation,Cat5_Doc4_Desc,"Eco-friendly logistics solutions and practices",,needs_review,
Documentation,Cat6_Title,Forms & Templates,,needs_review,
Documentation,Cat6_Doc1_Title,Bill of Lading Template,,needs_review,
Documentation,Cat6_Doc1_Desc,"Standard shipping documentation template",,needs_review,
Documentation,Cat6_Doc2_Title,Packing List Form,,needs_review,
Documentation,Cat6_Doc2_Desc,"Itemized shipment details and inventory form",,needs_review,
Documentation,Cat6_Doc3_Title,Inspection Checklist,,needs_review,
Documentation,Cat6_Doc3_Desc,"Quality control and verification template",,needs_review,
Documentation,Cat6_Doc4_Title,Incident Report Form,,needs_review,
Documentation,Cat6_Doc4_Desc,"Standardized issue reporting and tracking form",,needs_review,
Documentation,DocCount_Label,{n} Documents Available,,needs_review,
Documentation,DocSize_Label,Size:,,needs_review,
Documentation,Download_Button,Download,,needs_review,
Documentation,FAQ_Capsule,Support,,needs_review,
Documentation,FAQ_Title,"Frequently Asked <gradient>Questions</gradient>",,needs_review,
Documentation,FAQ_Subtitle,"Quick answers to common questions about our documentation and resources.",,needs_review,
Documentation,FAQ1_Q,How do I access the customer portal?,,needs_review,
Documentation,FAQ1_A,"Contact your account manager to receive login credentials for our secure customer portal. Once registered, you can track shipments, view inventory, generate reports, and manage your account 24/7 from anywhere in the world.",,needs_review,
Documentation,FAQ2_Q,What file formats are supported for EDI?,,needs_review,
Documentation,FAQ2_A,"We support all standard EDI formats including X12 (850, 856, 810, 997, etc.), EDIFACT, and custom XML formats. Our integration team can work with your existing systems to ensure seamless data exchange and compatibility.",,needs_review,
Documentation,FAQ3_Q,Where can I find safety data sheets (SDS)?,,needs_review,
Documentation,FAQ3_A,"All safety data sheets are available in the Compliance & Certifications section of this documentation center. You can also request specific SDS documents directly from your account manager or through our support portal.",,needs_review,
Documentation,FAQ4_Q,How often is documentation updated?,,needs_review,
Documentation,FAQ4_A,"Documentation is reviewed and updated quarterly, or more frequently as needed for regulatory changes, system updates, or process improvements. You will be notified of any critical updates via email and through the customer portal.",,needs_review,
Documentation,FAQ5_Q,Can I download multiple documents at once?,,needs_review,
Documentation,FAQ5_A,"Yes, you can select multiple documents and download them as a ZIP archive. Simply use the bulk selection feature available in each category section to download multiple files simultaneously.",,needs_review,
Documentation,FAQ6_Q,Is there a mobile app for accessing documentation?,,needs_review,
Documentation,FAQ6_A,"Yes, our mobile application is available for both iOS and Android devices. You can download it from the App Store or Google Play Store. The app provides full access to all documentation and features offline reading capabilities.",,needs_review,
Documentation,Help_Title,"Need More <gradient>Help?</gradient>",,needs_review,
Documentation,Help_Subtitle,"Our team is here to assist you with any questions or support you need.",,needs_review,
Documentation,Help_Card1_Title,Need Support?,,needs_review,
Documentation,Help_Card1_Desc,"Our support team is available 24/7 to help with any questions or technical issues you may encounter.",,needs_review,
Documentation,Help_Card1_CTA,Contact Support,,needs_review,
Documentation,Help_Card2_Title,Training Resources,,needs_review,
Documentation,Help_Card2_Desc,"Access comprehensive video tutorials, webinars, and training materials to master our platform.",,needs_review,
Documentation,Help_Card2_CTA,View Training,,needs_review,
Documentation,Help_Card3_Title,Stay Updated,,needs_review,
Documentation,Help_Card3_Desc,"Subscribe to receive notifications about new documentation, updates, and important announcements.",,needs_review,
Documentation,Help_Card3_CTA,Subscribe,,needs_review,
=== CONSTANTS (constants.ts) ===,,,,,
Constants,Industry_Automotive,Automotive,,needs_review,
Constants,Industry_Electronics,Electronics,,needs_review,
Constants,Industry_FoodBeverage,Food & Beverage,,needs_review,
Constants,Industry_Pharmaceuticals,Pharmaceuticals,,needs_review,
Constants,Industry_Retail,Retail & E-commerce,,needs_review,
Constants,Industry_Industrial,Industrial Manufacturing,,needs_review,
Constants,Capability1_Title,Warehousing & Distribution,,needs_review,
Constants,Capability1_Desc,"State-of-the-art warehousing solutions with advanced inventory management.",,needs_review,
Constants,Capability2_Title,Transportation & Logistics,,needs_review,
Constants,Capability2_Desc,"Efficient transportation networks ensuring timely delivery.",,needs_review,
Constants,Capability3_Title,Manufacturing Support,,needs_review,
Constants,Capability3_Desc,"Comprehensive manufacturing support services.",,needs_review,
Constants,Capability4_Title,Supply Chain Management,,needs_review,
Constants,Capability4_Desc,"End-to-end supply chain optimization and management.",,needs_review,
Constants,Capability5_Title,Technology Solutions,,needs_review,
Constants,Capability5_Desc,"Cutting-edge technology for logistics and manufacturing.",,needs_review,
=== IMAGE ASSETS INVENTORY ===,,,,,
Image,Product_Images,/assets/product/product (1).jpg ~ product (24).jpg,,needs_review,24 product sample images
Image,Show_Images,/assets/show/show (1).jpg ~ show (28).jpg,,needs_review,28 application scene images
Image,Key_Visual,PVC.webp,,needs_review,PVC product visual
Image,Blog_Banner,/assets/blogbaner.jpg,,needs_review,
Image,Stock_Brand1,/assets/imgi_103_true-earth-stones_oyster_va1.webp,,needs_review,
Image,Stock_Brand2,/assets/imgi_144_ridge_agate_va1.webp,,needs_review,
Image,Stock_Brand3,/assets/imgi_388_nav-sustainability-1.2.png,,needs_review,
Image,Stock_Brand4,/assets/imgi_391_nav-sustainability-2.3.png,,needs_review,
Image,Stock_Brand5,/assets/imgi_395_nav-sustainability-3-3.jpg,,needs_review,
Image,Stock_Brand6,/assets/imgi_402_nav-sustainability-3.2.png,,needs_review,
Image,Stock_Brand7,/assets/imgi_407_nav-design-1.4.jpg,,needs_review,
Image,Stock_Brand8,/assets/imgi_425_nav-segment-eaaa-hospitality.jpg,,needs_review,
Image,Stock_Photo,/assets/photo-*.jpg (40+ generic stock photos),,needs_review,Generic stock photos - should be replaced with real factory/product images
Image,Screenshot1,/assets/ScreenShot_2026-07-30_220841_590.jpg,,needs_review,
Image,Screenshot2,/assets/ScreenShot_2026-08-02_113018_626.jpg,,needs_review,
Image,Author_Avatar,/images/authors/david-chen.jpg,,needs_review,Referenced but may not exist yet
